Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	go on	74	46	1	M	29, 74
2	2	2	going to	75	70	1	A	6, 75
2	2	2	it is	77	72	1	A	6, 77
2	2	2	right ?	63	46	1	A	18, 63
2	2	2	that the	42	38	1	M	5, 42
2	2	2	the only	74	70	1	M	5, 74
2	2	2	then it	77	18	1	A	60, 77
2	2	2	to be	75	16	1	A	60, 75
2	2	2	to find	77	2	1	A	76, 77
2	2	2	to go	29	18	1	A	12, 29
2	2	2	years .	69	64	1	A	6, 69
2	2	2	you think	75	32	1	A	44, 75
21	14	1	a	3	78	1	A	0, 3, 6, 12, 13, 24, 34, 39, 40, 41, 42, 44, 45, 46, 52, 53, 55, 60, 65, 66, 77
21	19	1	the	1	78	1	A	0, 1, 5, 6, 10, 12, 22, 27, 28, 29, 35, 37, 42, 44, 45, 60, 63, 66, 74, 75, 77
20	11	1	you	23	84	3	A	0, 6, 10, 23, 28, 29, 44, 47, 49, 51, 52, 60, 63, 66, 68, 74, 75, 79, 82, 83
19	9	1	I	17	86	4	A	0, 6, 10, 12, 17, 20, 23, 28, 29, 41, 42, 44, 51, 55, 60, 66, 71, 73, 85
17	14	1	that	6	75	1	M	5, 6, 10, 12, 14, 18, 20, 22, 28, 29, 37, 42, 52, 58, 74, 76, 79
15	12	1	of	6	76	1	M	1, 6, 12, 22, 27, 28, 34, 35, 44, 52, 53, 60, 63, 66, 76
13	10	1	and	3	75	1	A	0, 3, 6, 12, 22, 28, 42, 44, 46, 52, 60, 66, 74
13	6	1	it	43	72	5	A	6, 10, 18, 24, 34, 43, 44, 51, 52, 60, 61, 66, 77
11	1	1	think	73	66	2	A	10, 12, 23, 28, 41, 44, 55, 60, 71, 73, 75
10	4	1	it's	41	72	5	A	6, 10, 12, 28, 40, 41, 46, 55, 60, 77
10	8	1	not	13	80	3	A	0, 6, 10, 13, 27, 35, 39, 53, 61, 79
10	6	1	to	29	72	2	A	6, 12, 29, 47, 49, 60, 74, 75, 76, 77
9	8	1	is	3	78	1	A	0, 3, 6, 22, 28, 36, 45, 60, 77
9	1	1	know	44	73	1	A	10, 17, 28, 44, 53, 66, 68, 74, 82
8	6	1	for	37	70	3	A	0, 6, 12, 37, 40, 45, 52, 69
7	2	1	I'm	29	80	2	A	0, 10, 29, 33, 51, 53, 79
7	2	1	Well	77	73	5	A	12, 24, 26, 60, 74, 77, 84
7	7	1	have	37	53	4	A	0, 10, 12, 24, 37, 42, 52
7	5	1	on	29	62	2	A	14, 24, 29, 63, 66, 74, 75
7	1	1	uh	44	74	2	A	0, 6, 43, 44, 52, 60, 73
6	6	1	Yeah	81	80	5	A	2, 8, 38, 44, 60, 81
6	6	1	do	75	78	4	A	6, 10, 12, 20, 75, 83
6	3	1	don't	42	57	1	M	17, 42, 44, 60, 63, 73
6	6	1	in	37	61	3	A	6, 10, 22, 37, 42, 66
6	1	1	that's	51	62	3	A	20, 24, 44, 51, 74, 81
5	5	1	And	35	41	1	A	28, 35, 42, 66, 68
5	4	1	be	19	62	1	A	14, 19, 44, 60, 75
5	3	1	good	41	51	1	A	24, 41, 42, 43, 74
4	4	1	I'll	19	74	2	A	0, 6, 19, 73
4	4	1	It	67	62	3	A	6, 36, 66, 67
4	4	1	Oh	48	36	1	M	29, 48, 56, 64
4	4	1	are	42	75	2	M	1, 37, 42, 75
4	4	1	my	23	57	2	A	0, 12, 23, 56
4	4	1	place	77	72	3	A	6, 58, 74, 77
4	2	1	right	63	58	3	A	6, 16, 18, 63
4	4	1	see	47	75	2	A	0, 44, 47, 74
4	4	1	they	75	70	3	A	6, 36, 66, 75
4	1	1	yeah	52	49	1	M	33, 52, 70, 81
3	3	1	That's	57	44	1	A	18, 57, 61
3	3	1	about	11	57	1	A	10, 11, 66
3	3	1	at	66	27	1	M	43, 66, 69
3	3	1	ever	44	38	1	M	37, 44, 74
3	3	1	how	61	58	1	A	22, 61, 79
3	3	1	one	40	48	1	M	29, 40, 76
3	1	1	only	74	70	2	M	5, 37, 74
3	1	1	sure	79	70	2	A	10, 58, 79
3	1	1	then	60	43	1	M	35, 60, 77
3	3	1	this	58	30	1	M	37, 58, 66
3	1	1	years	69	64	2	A	6, 10, 69
2	2	1	I've	74	6	1	M	69, 74
2	2	1	We	60	46	1	M	15, 60
2	2	1	been	68	32	1	M	37, 68
2	2	1	gotten	37	28	1	A	10, 37
2	2	1	if	44	10	1	M	35, 44
2	2	1	living	37	38	1	A	0, 37
2	2	1	maybe	17	8	1	A	10, 17
2	2	1	mean	83	40	1	A	44, 83
2	2	1	pay	63	22	1	A	42, 63
2	2	1	really	47	20	1	A	28, 47
2	2	1	state	39	34	1	A	6, 39
2	2	1	thinking	27	18	1	A	10, 27
2	2	1	understand	79	74	1	A	6, 79
2	2	1	were	66	38	1	M	29, 66
2	2	1	you're	35	12	1	A	24, 35
2	2	1	your	63	58	1	A	6, 63

