Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	down a	56	6	1	f	51, 56
2	2	2	far down	70	30	1	f	41, 70
2	2	2	go down	57	2	1	g	56, 57
2	2	2	going underneath	62	2	1	f	61, 62
2	2	2	plant thing	123	2	1	g	122, 123
2	2	2	right round	40	2	1	f	39, 40
2	2	2	sorry no	17	2	1	g	16, 17
2	2	2	the cactus	126	2	1	f	125, 126
2	2	2	uh-huh right	121	82	1	g	40, 121
57	14	1	the	5	129	2	g	0, 4, 5, 10, 11, 18, 22, 23, 24, 25, 28, 33, 34, 36, 37, 39, 40, 42, 46, 49, 52, 54, 56, 59, 60, 61, 64, 66, 68, 70, 73, 74, 76, 77, 78, 80, 86, 87, 88, 91, 94, 96, 98, 101, 104, 108, 109, 110, 112, 115, 116, 120, 122, 124, 125, 126, 128
43	40	1	right	8	123	2	f	5, 7, 8, 9, 13, 18, 22, 25, 27, 33, 34, 35, 39, 40, 41, 42, 46, 49, 55, 61, 63, 67, 69, 72, 73, 74, 78, 80, 81, 86, 87, 89, 93, 101, 103, 107, 111, 114, 118, 121, 122, 125, 127
26	18	1	a	11	119	2	g	4, 10, 11, 15, 16, 18, 27, 33, 35, 36, 46, 48, 51, 56, 62, 70, 71, 76, 82, 85, 87, 100, 113, 117, 118, 122
21	5	1	to	34	110	1	f	11, 18, 22, 27, 34, 41, 46, 56, 59, 60, 64, 74, 77, 80, 87, 88, 96, 104, 108, 110, 120
19	11	1	and	34	100	2	f	31, 33, 34, 40, 51, 52, 54, 66, 71, 73, 80, 98, 100, 109, 110, 112, 120, 122, 130
19	18	1	uh-huh	6	129	2	f	1, 3, 6, 40, 45, 53, 62, 65, 75, 79, 95, 97, 99, 102, 111, 119, 121, 127, 129
18	18	1	okay	9	108	3	g	0, 2, 6, 9, 13, 18, 21, 27, 44, 50, 55, 63, 67, 68, 81, 89, 93, 107
17	5	1	of	39	111	1	g	18, 39, 46, 59, 60, 64, 68, 88, 94, 98, 108, 110, 115, 116, 120, 122, 128
17	3	1	underneath	56	115	1	g	8, 23, 24, 25, 33, 56, 61, 62, 64, 70, 76, 78, 80, 86, 116, 120, 122
16	11	1	down	7	117	1	g	4, 7, 8, 32, 40, 41, 51, 56, 57, 60, 64, 68, 70, 71, 104, 120
15	2	1	do	59	109	4	g	4, 10, 14, 30, 41, 46, 48, 57, 59, 70, 74, 76, 82, 100, 112
15	13	1	go	41	113	2	g	8, 34, 41, 56, 57, 59, 76, 86, 90, 94, 100, 104, 108, 118, 120
15	2	1	you	41	109	5	g	4, 8, 10, 14, 30, 41, 46, 48, 57, 62, 70, 76, 82, 100, 112
14	7	1	it	33	123	3	g	8, 18, 32, 33, 61, 62, 105, 106, 110, 116, 118, 120, 122, 130
13	13	1	have	15	109	3	g	4, 10, 14, 15, 28, 30, 46, 48, 70, 76, 82, 100, 112
12	7	1	no	12	74	1	f	11, 12, 15, 16, 17, 18, 19, 28, 47, 48, 83, 84
10	10	1	just	8	126	1	f	5, 8, 10, 12, 56, 68, 117, 118, 122, 130
10	1	1	side	49	116	1	f	5, 18, 49, 59, 64, 68, 77, 94, 96, 120
10	8	1	that	9	128	1	g	4, 9, 12, 15, 19, 56, 67, 80, 121, 131
10	10	1	yeah	32	122	1	f	5, 32, 38, 49, 52, 60, 78, 88, 110, 126
9	4	1	along	27	101	2	g	10, 22, 27, 68, 90, 94, 108, 109, 110
9	4	1	i	59	71	1	f	15, 16, 17, 19, 28, 59, 61, 76, 85
8	4	1	above	78	83	1	g	36, 37, 42, 66, 78, 91, 105, 118
8	3	1	below	11	103	1	g	4, 11, 15, 32, 91, 92, 105, 106
8	1	1	then	66	92	1	f	31, 66, 71, 73, 80, 100, 120, 122
7	7	1	it's	18	101	1	f	15, 18, 26, 49, 51, 77, 115
6	6	1	bit	56	103	3	f	15, 33, 51, 56, 71, 117
6	1	1	cattle	115	17	4	g	100, 104, 108, 112, 115, 116
6	6	1	from	87	119	3	g	10, 60, 78, 87, 98, 128
6	3	1	in	36	83	2	f	33, 35, 36, 52, 87, 115
6	6	1	so	87	107	4	g	22, 26, 56, 60, 87, 128
6	6	1	up	34	96	1	f	27, 34, 66, 85, 88, 122
5	3	1	but	34	101	1	f	15, 34, 60, 77, 115
4	4	1	an	131	106	3	g	26, 98, 128, 131
4	2	1	at	87	125	1	g	0, 73, 87, 124
4	2	1	curve	88	84	1	f	35, 36, 88, 118
4	2	1	going	68	10	1	f	61, 62, 68, 70
4	1	1	left	109	100	1	f	11, 46, 109, 110
4	4	1	or	35	80	1	g	26, 35, 91, 105
4	4	1	ravine	28	8	1	f	27, 28, 33, 34
4	4	1	there	7	127	1	g	4, 7, 61, 130
4	2	1	thing	122	97	2	f	27, 39, 122, 123
3	1	1	as	61	29	1	g	34, 61, 62
3	3	1	away	98	52	1	f	77, 98, 128
3	3	1	between	52	80	1	f	33, 52, 112
3	1	1	far	70	46	2	f	25, 41, 70
3	3	1	inches	27	24	2	g	4, 22, 27
3	3	1	on	18	45	1	f	5, 18, 49
3	3	1	what	123	54	2	g	70, 74, 123
2	2	1	coming	87	84	1	g	4, 87
2	2	1	corner	101	102	1	g	0, 101
2	2	1	five	27	6	1	g	22, 27
2	2	1	had	62	2	1	f	61, 62
2	2	1	if	62	2	1	f	61, 62

