Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
6	3	1	take	83	120	3	f	16, 36, 42, 83, 130, 135
6	2	1	towards	52	129	1	f	14, 23, 42, 52, 110, 142
5	3	1	do	42	104	1	M	3, 42, 77, 84, 106
5	2	1	hideout	115	69	1	f	62, 97, 115, 116, 130
5	1	1	know	164	162	1	M	3, 78, 107, 148, 164
5	2	1	me	67	94	2	f	16, 26, 67, 106, 109
5	5	1	now	50	66	1	M	23, 50, 56, 77, 88
5	2	1	rocks	60	24	1	M	59, 60, 66, 68, 82
5	5	1	valley	47	155	3	f	8, 10, 32, 47, 162
5	2	1	what	134	75	1	f	90, 91, 134, 160, 164
4	1	1	an	97	85	1	M	13, 18, 20, 97
4	4	1	are	77	83	1	f	52, 77, 132, 134
4	4	1	back	75	32	1	f	56, 75, 78, 87
4	3	1	it's	5	109	1	f	2, 5, 98, 110
4	1	1	mean	90	62	1	M	87, 90, 91, 148
4	4	1	or	82	80	1	M	27, 82, 86, 106
4	2	1	start	57	79	2	f	0, 54, 57, 78
4	4	1	way	107	65	2	f	98, 106, 107, 162
4	3	1	where	50	85	1	M	3, 50, 84, 87
4	4	1	your	132	58	3	M	75, 83, 129, 132
3	3	1	all	118	70	1	M	77, 118, 146
3	3	1	between	115	18	2	f	98, 100, 115
3	3	1	ehm	16	15	1	M	9, 16, 23
3	3	1	is	87	67	1	f	70, 87, 136
3	3	1	straight	87	68	2	f	20, 42, 87
3	1	1	you've	81	88	1	f	10, 81, 97
2	2	1	line	135	98	1	f	38, 135
2	2	1	my	134	20	1	M	115, 134
2	1	1	them	148	48	1	M	101, 148
2	2	1	underneath	164	58	1	M	107, 164
2	2	1	wagon	5	2	1	f	4, 5

