M:	"!!!!.!!'!!!'!!""!!!,!!all!!4!!8!!2017!!2018!!2!!2016!!7!!6!!226!!428!!458!!146!!456!!328!!48!!148!!248!!88!!286!!488!!"
f:	no you cannae i shouldnae be doing that anyway
M:	"!!!'!!!'!!you!!okay!!i!!""!!.!!"
f:	but i'm heading towards the edge of the map
M:	"!!!!,!!'!!!'!!""!!8!!4!!88!!428!!458!!2017!!328!!488!!48!!!?!!886!!889!!888!!!!!!)!!!!!!!!,!!!.!!"
f:	my right-hand edge of the map
M:	"!!!'!!""!! remnant augusta"
f:	this edge here
M:	"!!!'!!!'!!':!!""!!4!!8!!7!!6!!10000!!000!!right!!all!!okay!!you!!this!!"
f:	right aye well it's it's the difference between right and left i think
M:	"!!!'!!!'!!""!!"
f:	uh-huh
M:	right
f:	right i've come up by the abandoned cottage right i was heading straight up the map towards the top of the blackboard
M:	"!!!'!!!.!!2018!!2019!!2020!!2017!! 2018!!there!!,!!""!!8!!226!!2016!!"
f:	and then you told me to turn right
M:	yeah
f:	sorry i've done it wrong i wasnae listening
M:	turn right
f:	right right i think we'll go back to the right before i come to the abandoned cottage
M:	uh-huh
f:	uh-huh
M:	right i think so
f:	right
M:	"!!!'!!""!! rem!!okay!!i!!left!! method!!!.!!%!!2019!!2018!!2017!!7!!"
f:	oh by the by the abandoned cottage and turn left
M:	by the abandoned
f:	right i've got that i just misread you
M:	right
f:	it's aye but it's still to my left
M:	aye
f:	right that's fine
M:	okay right so we're going to go down from the caravan park
f:	uh-huh
M:	and then you go straight up to the top of the white mountain
f:	aye
M:	and eh go up have you got a roof
f:	mmhmm
M:	right you're going to come up and you're about two inches above the top of the ravine okay
f:	it's taking me straight buh up a up a up again
M:	uh-huh
f:	passed it twice
M:	"!!!'!!""!!2017!!"
f:	right
M:	right well just go along another centimetre
f:	you come straight back down
M:	yeah
f:	you said a hundred and eighty degrees should be three hundred sixty you should have said
M:	mmhmm
f:	right so that's that's right so i'm coming back back down the paper again
M:	you're coming back down you're at the bottom of the paper
f:	uh-huh aye turn right
M:	right
f:	no i don't have a fenced meadow
M:	right well if you could take a line straight down from the start okay
f:	uh-huh
M:	right
f:	there's two lakes i've got a lake right
M:	oh right
f:	uh-huh
M:	and go up round the top of the west lake to the finish which is just to the left of it on the left-hand side
f:	no i don't have any trig points
M:	do you have any sort of marking at all
f:	no
M:	right you're going to go down straight down this time avoiding the forked stream
f:	aye
M:	right follow the lake up to the left
f:	uh-huh
M:	and eh and have you got a trigpoint
f:	uh-huh
M:	right
f:	right
M:	and then turn to your right
f:	i have a monument
M:	right okay go round that
f:	always on my left
M:	uh-huh and then turn right and go along to the finish
f:	right
M:	right now you've got to drop down about an inch and a half
f:	right round it
M:	uh-huh round to your right
f:	aye got that
M:	and then go round the outside of it
f:	uh-huh
M:	and you go to the left-hand side of the old temple
f:	no i don't see a nuclear test site
M:	"!!!'!!!'!!""!! remnant!!there!!"
f:	alright keep going 'til i find a lake right
M:	"!!!'!!!'!!""!! siri!!"
f:	i've got to a lake
M:	right i see
f:	uh-huh right
M:	!!!'!!!'!!
f:	finish just past the lake
M:	right
f:	uh-huh
M:	right
f:	is it
M:	mmhmm
f:	i know i've had i've had two detours wrong
M:	right so you want me to go underneath the pine grove
f:	aye that's wrong
