Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
9	9	1	then	118	113	7	g	17, 33, 47, 67, 77, 111, 117, 118, 129
9	9	1	yeah	54	96	1	g	43, 54, 56, 66, 70, 72, 98, 105, 138
8	4	1	going	18	127	1	g	17, 18, 30, 49, 75, 109, 117, 143
8	3	1	i've	22	138	1	g	5, 22, 78, 112, 118, 130, 137, 142
8	8	1	no	27	132	2	f	0, 8, 27, 48, 61, 81, 95, 131
8	8	1	now	85	106	2	f	22, 64, 85, 87, 92, 113, 125, 127
8	7	1	that's	26	125	1	g	1, 26, 60, 64, 84, 91, 98, 125
7	7	1	mmhmm	20	104	1	g	19, 20, 61, 74, 94, 115, 122
7	7	1	well	22	127	1	g	5, 22, 35, 41, 63, 71, 131
6	4	1	it	57	113	1	f	22, 57, 62, 73, 125, 134
5	5	1	again	26	71	1	g	17, 26, 53, 67, 87
5	5	1	along	63	132	1	f	8, 63, 64, 130, 139
5	3	1	in	50	128	1	g	15, 50, 81, 132, 142
5	1	1	keep	63	127	1	g	17, 30, 63, 109, 143
5	3	1	like	70	87	2	g	15, 49, 70, 73, 101
5	5	1	oh	87	100	2	f	38, 54, 87, 117, 137
5	1	1	over	46	127	1	g	3, 46, 63, 124, 129
5	1	1	side	85	78	2	g	15, 67, 70, 85, 92
5	5	1	south	33	108	1	f	18, 33, 89, 101, 125
5	5	1	where	55	76	1	f	54, 55, 87, 125, 129
4	4	1	below	22	107	1	g	9, 22, 31, 115
4	2	1	creek	112	121	1	g	9, 112, 120, 129
4	3	1	eh	31	110	2	f	8, 22, 31, 117
4	2	1	halfway	64	123	1	f	8, 15, 64, 130
4	4	1	is	81	122	1	f	8, 81, 125, 129
4	1	1	past	90	89	1	g	33, 90, 91, 121
4	2	1	turn	38	97	1	g	17, 38, 111, 113
4	4	1	until	104	88	3	g	17, 33, 77, 104
4	1	1	way	15	123	1	f	8, 15, 81, 130
3	3	1	'cause	142	52	2	g	91, 125, 142
3	1	1	above	84	113	1	g	5, 84, 117
3	3	1	are	55	34	1	f	54, 55, 87
3	3	1	aye	103	86	2	f	18, 84, 103
3	2	1	cattle	132	130	2	g	3, 59, 132
3	3	1	coming	63	42	1	f	26, 63, 67
3	3	1	heading	116	102	2	g	15, 63, 116
3	1	1	lake	83	67	1	g	17, 30, 83
3	3	1	mm	139	94	2	f	46, 84, 139
3	3	1	on	70	82	1	g	15, 70, 96
3	2	1	slightly	130	98	2	g	33, 89, 130
3	3	1	straight	90	57	1	g	83, 90, 139
3	3	1	there	118	62	1	g	81, 118, 142
3	1	1	towards	116	84	2	g	33, 113, 116
3	3	1	tree	92	50	1	g	47, 92, 96
3	3	1	under	106	92	2	g	15, 57, 106
3	3	1	yes	90	81	1	g	45, 90, 125
2	2	1	be	22	2	1	g	21, 22
2	2	1	between	80	66	1	g	15, 80
2	1	1	boat	137	52	1	f	86, 137
2	2	1	cottage	81	44	1	f	38, 81
2	2	1	different	137	104	1	f	34, 137
2	2	1	ehm	130	110	1	g	21, 130
2	2	1	gazelles	130	92	1	g	39, 130
2	2	1	one	119	6	1	f	114, 119
2	2	1	paper	123	98	1	f	26, 123
2	2	1	should	22	2	1	g	21, 22
2	2	1	there's	15	4	1	f	12, 15
2	2	1	underneath	125	62	1	f	64, 125

