Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
14	6	1	you're	42	124	1	M	0, 37, 42, 51, 52, 55, 57, 65, 69, 73, 90, 108, 117, 123
13	13	1	just	14	124	3	g	3, 5, 7, 14, 51, 63, 72, 98, 113, 116, 117, 125, 126
12	10	1	is	51	79	1	g	47, 48, 51, 58, 69, 73, 74, 84, 92, 111, 116, 125
12	12	1	that	7	127	2	M	0, 6, 7, 51, 58, 72, 74, 75, 96, 100, 118, 126
11	9	1	down	48	113	3	g	3, 27, 35, 48, 51, 55, 59, 63, 65, 99, 115
10	10	1	but	29	99	1	M	16, 29, 46, 48, 55, 58, 72, 74, 112, 114
10	3	1	mine	44	61	4	g	5, 13, 19, 43, 44, 47, 55, 61, 63, 65
9	6	1	no	10	73	1	g	7, 10, 11, 13, 14, 23, 43, 58, 79
9	9	1	well	66	99	4	g	15, 29, 47, 53, 66, 73, 79, 83, 113
9	5	1	what	65	95	4	M	24, 34, 52, 58, 65, 69, 86, 88, 118
8	8	1	about	24	107	2	g	17, 21, 24, 52, 86, 93, 117, 123
8	6	1	in	36	62	1	g	31, 36, 42, 47, 50, 52, 70, 92
8	6	1	rock	48	33	2	g	41, 47, 48, 52, 55, 57, 59, 73
7	7	1	country	42	21	2	g	35, 41, 42, 47, 49, 51, 55
7	2	1	side	59	108	1	M	8, 13, 59, 63, 89, 91, 115
7	7	1	up	76	89	2	g	29, 61, 76, 83, 102, 116, 117
6	2	1	above	73	106	1	M	8, 31, 37, 61, 73, 113
6	6	1	cattle	110	17	4	g	95, 99, 103, 107, 110, 111
6	1	1	diamond	14	16	1	g	5, 8, 13, 14, 19, 20
6	6	1	farm	71	82	1	M	8, 71, 75, 81, 83, 89
6	2	1	left	41	93	2	M	14, 32, 41, 82, 105, 106
6	6	1	okay	116	116	5	g	1, 13, 39, 45, 63, 116
6	6	1	so	30	107	2	g	17, 21, 30, 51, 55, 123
6	1	1	trout	86	19	4	g	71, 75, 81, 83, 86, 89
5	3	1	bit	51	73	2	M	40, 48, 51, 72, 112
5	2	1	carved	36	28	4	g	9, 25, 29, 31, 36
5	2	1	going	57	66	2	M	0, 56, 57, 63, 65
5	5	1	it's	72	102	2	g	13, 21, 72, 112, 114
5	1	1	totem	74	6	2	g	69, 71, 72, 73, 74
4	4	1	come	54	101	1	g	17, 54, 55, 117
4	4	1	on	14	54	1	g	13, 14, 28, 66
4	4	1	that's	125	118	3	M	8, 60, 72, 125
4	4	1	this	84	49	1	g	59, 84, 98, 107
3	3	1	away	112	31	1	g	93, 112, 123
3	1	1	between	107	61	1	g	47, 50, 107
3	3	1	level	88	71	1	g	47, 88, 117
3	3	1	map	14	6	1	g	13, 14, 18
3	3	1	or	32	70	1	g	21, 32, 90
3	3	1	where	51	45	1	M	30, 51, 74
2	1	1	at	120	2	1	g	119, 120
2	2	1	by	118	60	1	g	59, 118
2	2	1	far	65	44	1	M	22, 65
2	2	1	them	70	36	1	g	35, 70
2	2	1	there	125	50	1	M	76, 125

