Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
12	12	1	yeah	26	68	1	M	19, 26, 28, 39, 42, 52, 67, 69, 72, 81, 82, 86
11	9	1	down	19	88	1	g	16, 19, 20, 32, 34, 76, 78, 82, 92, 100, 103
11	11	1	just	67	89	5	g	12, 20, 22, 28, 62, 67, 70, 82, 88, 98, 100
11	6	1	then	13	104	2	g	0, 10, 13, 16, 18, 25, 53, 56, 59, 88, 103
10	8	1	about	3	105	1	g	0, 3, 24, 30, 58, 70, 76, 89, 92, 104
10	10	1	is	3	99	1	g	0, 3, 18, 20, 63, 73, 87, 88, 95, 98
9	9	1	it	22	91	1	M	11, 22, 23, 63, 73, 83, 98, 100, 101
9	9	1	so	35	93	4	g	0, 16, 30, 34, 35, 40, 45, 81, 92
8	5	1	now	61	98	1	M	7, 32, 61, 65, 66, 94, 102, 104
8	8	1	okay	1	96	1	g	0, 1, 58, 60, 66, 68, 76, 95
7	3	1	in	69	80	2	g	16, 24, 69, 87, 91, 93, 95
7	7	1	left	29	88	2	g	0, 18, 29, 34, 50, 61, 87
7	7	1	no	43	56	4	g	2, 12, 20, 24, 43, 54, 57
7	5	1	you're	17	105	2	g	0, 16, 17, 34, 58, 92, 104
6	4	1	don't	27	70	1	g	16, 27, 42, 75, 83, 85
6	6	1	east	22	85	1	M	13, 22, 25, 63, 91, 97
6	6	1	on	94	89	4	M	9, 23, 25, 71, 94, 97
5	5	1	back	19	70	2	g	0, 18, 19, 34, 69
5	4	1	curve	5	41	1	g	0, 5, 16, 18, 40
5	3	1	inches	89	93	3	g	0, 58, 76, 89, 92
5	5	1	know	83	19	2	g	74, 76, 83, 85, 92
5	5	1	side	58	96	3	M	9, 23, 41, 58, 104
5	5	1	that	69	99	3	g	0, 16, 30, 69, 98
5	5	1	what	47	80	3	g	0, 18, 40, 47, 79
5	5	1	where	62	99	1	M	1, 62, 76, 88, 99
4	4	1	be	33	41	2	g	0, 30, 33, 40
4	4	1	come	69	95	2	g	0, 66, 69, 94
4	4	1	me	80	95	2	M	5, 69, 80, 99
4	4	1	that's	73	40	3	g	34, 42, 64, 73
4	4	1	turn	32	47	1	M	15, 32, 37, 61
4	2	1	up	30	92	1	M	13, 30, 51, 104
3	3	1	are	62	97	1	M	1, 62, 97
3	3	1	for	101	47	1	g	58, 101, 104
3	3	1	it's	71	48	2	g	24, 40, 71
3	3	1	oh	78	70	2	M	9, 39, 78
2	2	1	hideout	45	28	1	g	18, 45
2	2	1	my	95	76	1	g	20, 95
2	2	1	north	67	46	1	g	22, 67
2	2	1	see	54	32	1	M	23, 54
2	2	1	south	67	52	1	g	16, 67
2	2	1	take	51	32	1	g	20, 51
2	2	1	them	79	68	1	g	12, 79

