Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
11	6	1	in	28	65	1	M	19, 28, 31, 34, 38, 41, 48, 50, 76, 82, 83
11	7	1	is	23	85	2	B	10, 14, 23, 28, 31, 48, 52, 53, 80, 92, 94
10	7	1	Oh	27	93	1	B	10, 27, 36, 40, 42, 46, 59, 64, 84, 102
9	5	1	of	48	94	3	M	5, 31, 37, 48, 64, 76, 79, 82, 98
9	4	1	they	57	65	1	B	28, 57, 59, 64, 67, 79, 88, 90, 92
8	2	1	do	29	87	1	B	14, 29, 46, 52, 59, 71, 77, 100
8	3	1	know	43	100	2	B	2, 6, 43, 44, 62, 87, 98, 101
8	8	1	on	21	81	2	B	0, 14, 21, 28, 46, 74, 76, 80
8	6	1	that	17	85	1	B	14, 17, 26, 28, 50, 52, 76, 98
7	7	1	tape	69	59	5	B	14, 24, 26, 28, 68, 69, 72
7	2	1	think	59	52	3	B	44, 48, 58, 59, 92, 94, 95
7	7	1	was	1	83	1	B	0, 1, 3, 4, 46, 58, 82
7	3	1	what	53	87	3	B	6, 14, 52, 53, 59, 69, 92
6	3	1	like	71	48	2	B	30, 70, 71, 72, 76, 77
6	3	1	not	65	59	2	B	18, 52, 65, 69, 75, 76
6	4	1	time	4	89	1	M	3, 4, 5, 23, 46, 91
5	1	1	Yeah	78	73	1	B	26, 29, 62, 78, 98
5	4	1	it's	44	68	1	M	31, 44, 48, 58, 98
5	5	1	just	65	42	2	B	46, 62, 65, 82, 87
5	4	1	watch	19	87	2	B	14, 18, 19, 26, 100
4	4	1	but	98	70	3	M	29, 43, 75, 98
4	2	1	programs	77	85	2	B	14, 76, 77, 98
3	3	1	late	85	60	2	B	26, 28, 85
3	1	1	made	55	6	2	B	50, 52, 55
3	1	1	mean	77	32	2	B	46, 52, 77
3	1	1	same	83	80	1	B	4, 5, 83
3	3	1	see	68	68	1	M	25, 68, 92
3	3	1	so	31	25	1	B	28, 31, 52
3	3	1	sure	69	24	1	B	52, 69, 75
3	3	1	up	61	36	2	B	26, 58, 61
3	3	1	you're	67	58	1	B	18, 67, 75
2	2	1	Do	79	62	1	B	18, 79
2	2	1	Um	93	18	1	B	76, 93
2	2	1	Yes	12	6	1	M	7, 12
2	2	1	You	41	36	1	B	6, 41
2	2	1	You're	63	30	1	B	34, 63
2	2	1	be	98	94	1	M	5, 98
2	2	1	could	98	42	1	M	57, 98
2	2	1	most	76	76	1	M	1, 76
2	2	1	night	101	4	1	B	98, 101
2	2	1	person	57	6	1	B	52, 57
2	2	1	program	101	74	1	B	28, 101
2	2	1	second	8	4	1	M	5, 8
2	2	1	this	43	14	1	B	30, 43
2	2	1	understand	69	42	1	B	28, 69
2	1	1	violent	31	4	1	B	28, 31
2	2	1	watched	76	76	1	M	1, 76
2	2	1	we	50	22	1	M	29, 50

