Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	2	2	right and	139	92	1	M	84, 101, 139, 154, 175
5	5	2	the flat	132	37	2	g	101, 131, 132, 133, 137
5	5	2	the right	159	61	2	M	136, 154, 159, 186, 196
5	5	2	you want	144	126	2	g	45, 139, 144, 167, 170
4	2	2	at the	165	98	1	M	92, 103, 165, 189
4	1	2	going to	136	136	1	g	19, 112, 136, 154
4	4	2	have you	105	95	1	M	76, 105, 144, 170
4	1	2	side of	189	120	3	M	70, 108, 120, 189
4	4	2	straight up	193	162	3	M	32, 70, 84, 193
4	4	2	the apache	51	48	1	M	18, 51, 53, 65
4	1	2	the carved	189	189	2	g	1, 121, 122, 189
4	1	2	the left	196	44	1	M	154, 191, 196, 197
4	4	2	you go	38	85	1	g	9, 38, 84, 93
4	4	2	you got	133	95	1	M	76, 133, 144, 170
3	1	2	a fort	186	33	1	M	154, 155, 186
3	3	2	go up	84	125	1	g	47, 84, 171
3	3	2	got a	144	110	2	g	35, 41, 144
3	1	2	got to	133	44	2	M	90, 108, 133
3	3	2	i don't	35	94	1	M	22, 35, 115
3	3	2	i've got	41	79	1	M	36, 41, 114
3	1	2	just above	105	55	1	g	51, 68, 105
3	3	2	past the	147	120	1	M	38, 147, 157
3	3	2	right just	146	97	1	g	71, 146, 167
3	3	2	right so	166	34	1	g	135, 166, 168
3	3	2	so you're	125	44	1	M	92, 125, 135
3	1	2	underneath the	175	22	1	M	166, 175, 187
3	3	2	up and	154	125	1	g	47, 154, 171
2	2	2	and you	196	102	1	g	95, 196
2	2	2	from the	93	24	1	M	70, 93
2	2	2	go down	185	148	1	M	38, 185
2	2	2	right well	157	14	1	M	144, 157
2	2	2	right you	196	168	1	g	29, 196
2	2	2	so just	187	170	1	M	18, 187
2	2	2	so you	38	36	1	g	3, 38
2	2	2	straight along	187	76	1	M	112, 187
2	2	2	the fast	36	28	1	g	9, 36
2	2	2	the graveyard	6	6	1	g	1, 6
70	42	1	right	7	197	1	M	2, 7, 19, 28, 29, 31, 35, 40, 41, 45, 50, 52, 58, 59, 71, 73, 74, 79, 83, 84, 89, 91, 93, 97, 101, 108, 109, 110, 111, 115, 119, 123, 124, 126, 128, 131, 135, 136, 137, 139, 142, 143, 144, 145, 146, 148, 150, 154, 157, 159, 160, 161, 162, 164, 165, 166, 167, 168, 169, 173, 174, 175, 177, 184, 186, 188, 192, 193, 196, 198
65	16	1	the	24	197	1	g	1, 6, 9, 18, 19, 20, 24, 27, 29, 36, 38, 39, 47, 51, 53, 59, 65, 67, 68, 70, 76, 84, 92, 93, 95, 97, 101, 103, 108, 113, 117, 119, 120, 121, 122, 127, 129, 131, 132, 133, 136, 137, 147, 154, 157, 159, 163, 165, 166, 167, 168, 170, 171, 175, 177, 181, 183, 185, 186, 187, 189, 191, 193, 196, 197
41	13	1	you	18	194	1	g	3, 6, 9, 11, 15, 18, 21, 24, 25, 29, 38, 39, 45, 61, 63, 74, 76, 79, 84, 85, 87, 93, 95, 97, 101, 105, 110, 115, 125, 133, 139, 144, 151, 155, 167, 170, 181, 183, 185, 187, 196
37	19	1	and	36	197	2	g	1, 31, 36, 38, 47, 49, 53, 63, 65, 74, 75, 84, 95, 101, 108, 112, 113, 121, 124, 139, 147, 151, 154, 166, 167, 170, 171, 174, 175, 179, 185, 187, 189, 193, 195, 196, 197
30	10	1	a	34	184	6	g	3, 11, 21, 23, 25, 33, 34, 35, 36, 41, 61, 63, 74, 81, 87, 95, 97, 99, 101, 108, 135, 139, 141, 144, 147, 151, 154, 155, 167, 186
29	12	1	go	9	182	1	M	6, 9, 19, 27, 31, 38, 45, 47, 53, 70, 71, 84, 90, 93, 95, 101, 108, 110, 112, 124, 127, 129, 139, 145, 157, 166, 171, 185, 187
29	6	1	to	45	192	1	M	6, 7, 18, 19, 31, 39, 45, 53, 74, 84, 90, 97, 108, 110, 112, 124, 133, 136, 139, 154, 161, 167, 174, 175, 186, 189, 191, 196, 197
26	10	1	then	19	182	1	M	6, 19, 31, 36, 38, 41, 47, 49, 75, 84, 93, 101, 112, 119, 124, 125, 147, 166, 167, 168, 170, 173, 175, 179, 185, 187
25	2	1	have	24	183	1	g	3, 6, 11, 15, 21, 23, 24, 25, 35, 61, 63, 74, 76, 79, 85, 87, 105, 115, 139, 144, 151, 154, 155, 170, 185
24	3	1	of	38	161	1	g	37, 38, 47, 53, 65, 67, 70, 81, 92, 95, 97, 108, 120, 129, 135, 140, 147, 154, 165, 175, 186, 189, 191, 197
24	16	1	okay	10	196	1	g	3, 10, 17, 19, 28, 35, 41, 69, 85, 91, 93, 101, 128, 130, 139, 142, 149, 153, 182, 184, 187, 192, 194, 198
19	19	1	do	64	183	7	g	3, 15, 21, 25, 45, 61, 63, 64, 79, 85, 87, 93, 95, 101, 115, 139, 151, 155, 185
18	18	1	uh-huh	16	167	1	g	7, 16, 29, 46, 55, 57, 67, 82, 100, 104, 106, 107, 118, 125, 129, 138, 172, 173
17	8	1	so	30	185	1	g	3, 18, 30, 36, 37, 38, 43, 45, 67, 92, 115, 125, 135, 166, 168, 176, 187
14	12	1	well	15	152	2	M	6, 8, 15, 36, 41, 65, 68, 85, 90, 115, 125, 140, 144, 157
13	6	1	just	18	179	1	g	9, 18, 39, 45, 51, 68, 71, 105, 125, 146, 147, 167, 187
13	13	1	no	9	149	1	M	4, 9, 22, 27, 39, 79, 80, 86, 88, 127, 131, 141, 152
12	12	1	south	94	139	4	g	49, 51, 77, 93, 94, 95, 139, 145, 146, 179, 185, 187
11	8	1	don't	22	185	2	g	3, 5, 22, 23, 27, 35, 115, 127, 129, 167, 187
11	4	1	you're	70	136	2	g	19, 39, 70, 92, 103, 105, 112, 125, 135, 141, 154
11	1	1	your	14	169	1	g	7, 14, 31, 45, 53, 110, 124, 139, 161, 174, 175
10	6	1	creek	41	119	1	g	11, 34, 35, 36, 41, 47, 87, 101, 121, 129
10	3	1	in	108	81	4	g	87, 95, 99, 101, 108, 117, 139, 147, 165, 167
9	8	1	down	49	148	1	M	38, 49, 51, 74, 97, 105, 173, 175, 185
9	9	1	mmhmm	13	166	1	M	12, 13, 26, 66, 96, 98, 156, 158, 177
9	2	1	pole	122	197	4	g	1, 79, 81, 121, 122, 127, 144, 189, 197
9	2	1	up	47	162	2	M	32, 38, 47, 70, 84, 108, 154, 171, 193
8	2	1	buffalo	166	32	5	g	139, 145, 157, 159, 163, 166, 167, 170
8	5	1	i	35	145	2	M	22, 24, 35, 39, 64, 110, 115, 166
8	2	1	straight	147	162	4	M	32, 70, 84, 112, 147, 167, 187, 193
8	2	1	you've	171	157	3	g	33, 35, 41, 90, 108, 133, 171, 189
7	1	1	between	186	122	6	g	65, 71, 101, 113, 167, 185, 186
7	2	1	flat	132	53	4	g	85, 101, 115, 131, 132, 133, 137
6	3	1	at	92	117	1	g	79, 92, 103, 165, 189, 195
6	1	1	cattle	167	35	1	g	151, 154, 167, 171, 177, 185
6	4	1	from	65	80	1	M	18, 65, 70, 93, 95, 97
6	2	1	going	141	150	1	g	19, 112, 136, 141, 154, 168
6	4	1	graveyard	6	33	2	g	1, 3, 6, 21, 23, 33
6	1	1	mine	84	76	3	g	9, 19, 29, 36, 38, 84
6	6	1	now	61	93	1	M	18, 61, 70, 74, 108, 110
6	2	1	side	189	176	5	M	14, 70, 90, 108, 120, 189
6	6	1	that	53	102	1	M	24, 53, 87, 90, 101, 125
6	1	1	want	110	126	1	g	45, 110, 139, 144, 167, 170
6	6	1	yeah	44	189	1	g	5, 44, 82, 125, 140, 193
5	1	1	apache	18	51	1	g	15, 18, 51, 53, 65
5	3	1	curve	108	130	1	M	38, 95, 108, 139, 167
5	5	1	ehm	108	111	3	g	5, 37, 95, 108, 115
5	5	1	round	139	161	3	M	6, 90, 108, 139, 166
4	4	1	an	70	153	1	g	15, 70, 74, 167
4	4	1	is	47	80	2	M	14, 24, 47, 93
4	4	1	it	14	104	1	g	5, 14, 105, 108
4	4	1	line	186	70	3	g	117, 147, 165, 186
4	1	1	past	145	120	1	M	38, 145, 147, 157
4	4	1	until	70	71	2	g	9, 51, 70, 79
3	3	1	about	165	96	2	M	70, 74, 165
3	3	1	come	108	50	1	g	105, 108, 154
3	3	1	i'm	68	132	1	g	37, 68, 168
3	3	1	on	115	183	1	M	14, 115, 196
3	3	1	southwest	60	8	2	g	53, 59, 60
3	3	1	two	112	116	1	g	71, 112, 186
2	2	1	must	43	20	1	M	24, 43
2	2	1	where	47	30	1	M	18, 47

