Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
32	14	1	you	3	97	2	A	0, 2, 3, 4, 7, 8, 10, 24, 33, 34, 36, 37, 39, 42, 47, 48, 50, 51, 52, 53, 60, 64, 66, 70, 71, 73, 80, 84, 86, 88, 92, 96
31	21	1	the	3	94	2	A	0, 2, 3, 4, 23, 24, 25, 26, 31, 33, 34, 36, 41, 42, 44, 48, 50, 51, 54, 57, 60, 62, 64, 73, 77, 80, 82, 84, 88, 90, 93
30	17	1	uh	21	97	3	A	0, 2, 4, 11, 13, 17, 21, 23, 24, 25, 30, 33, 41, 48, 49, 52, 53, 60, 71, 75, 79, 80, 82, 84, 88, 89, 90, 92, 93, 96
28	22	1	a	11	93	5	A	0, 4, 6, 8, 10, 11, 15, 17, 33, 36, 37, 44, 45, 47, 48, 53, 66, 68, 70, 77, 79, 80, 84, 86, 88, 89, 90, 92
26	22	1	that	29	95	4	A	2, 4, 8, 10, 29, 36, 42, 44, 48, 52, 59, 60, 62, 64, 66, 68, 73, 75, 77, 79, 80, 84, 86, 90, 92, 96
26	16	1	to	3	95	1	A	0, 3, 4, 7, 8, 10, 23, 24, 33, 34, 42, 44, 47, 48, 49, 54, 57, 68, 73, 75, 77, 79, 80, 83, 84, 94
25	19	1	and	7	93	2	A	2, 4, 7, 8, 10, 15, 24, 33, 34, 36, 48, 50, 52, 53, 60, 64, 66, 68, 77, 84, 86, 88, 90, 92, 94
24	12	1	Yeah	35	95	10	A	0, 4, 8, 16, 18, 22, 24, 28, 32, 34, 35, 46, 48, 50, 58, 60, 65, 66, 72, 74, 78, 82, 88, 94
23	14	1	it	15	88	2	A	6, 10, 15, 18, 21, 23, 42, 44, 47, 48, 52, 64, 68, 71, 73, 77, 80, 84, 87, 88, 89, 92, 93
22	7	1	know	34	95	4	A	2, 4, 8, 10, 33, 34, 36, 42, 48, 50, 52, 54, 60, 70, 77, 80, 82, 84, 86, 88, 92, 96
22	13	1	of	3	91	2	A	0, 2, 3, 4, 7, 15, 34, 36, 44, 47, 48, 51, 52, 57, 60, 62, 64, 66, 70, 73, 88, 90
17	4	1	think	66	97	1	A	0, 17, 23, 42, 48, 50, 52, 54, 56, 60, 66, 80, 84, 87, 88, 90, 96
15	5	1	Uh	22	90	1	B	7, 22, 24, 27, 48, 52, 53, 55, 56, 66, 74, 75, 76, 85, 96
15	11	1	in	7	93	1	A	4, 7, 13, 15, 17, 23, 24, 44, 48, 60, 62, 77, 86, 90, 96
15	9	1	is	41	91	5	A	0, 2, 4, 6, 24, 41, 48, 54, 62, 64, 73, 75, 84, 89, 90
15	13	1	that's	75	81	12	A	8, 10, 24, 30, 34, 44, 50, 52, 56, 58, 66, 70, 75, 79, 88
14	10	1	it's	23	83	1	A	10, 11, 23, 48, 52, 66, 70, 73, 75, 80, 84, 86, 90, 92
13	10	1	Well	42	87	5	B	3, 11, 29, 37, 39, 42, 45, 48, 49, 58, 71, 87, 89
13	9	1	but	13	89	1	A	2, 13, 15, 23, 24, 48, 50, 52, 57, 77, 84, 88, 90
13	11	1	they	36	79	5	B	15, 17, 19, 21, 23, 36, 42, 44, 48, 60, 70, 84, 93
12	7	1	with	21	89	2	A	2, 8, 21, 31, 34, 47, 54, 57, 64, 71, 80, 90
11	3	1	country	73	93	1	A	0, 3, 4, 48, 64, 68, 73, 75, 77, 79, 92
11	6	1	um	75	97	5	A	0, 4, 6, 10, 34, 75, 80, 84, 90, 92, 96
11	11	1	what	3	91	1	A	0, 3, 41, 42, 48, 53, 54, 60, 75, 88, 90
10	1	1	don't	36	64	1	B	29, 36, 53, 54, 66, 80, 82, 84, 88, 92
10	5	1	flag	42	37	1	B	41, 42, 44, 47, 48, 52, 62, 66, 75, 77
10	10	1	for	15	81	1	A	4, 15, 36, 48, 54, 60, 66, 70, 79, 84
9	1	1	do	48	74	1	A	10, 37, 42, 47, 48, 57, 68, 71, 83
9	4	1	this	39	85	2	A	0, 10, 39, 60, 64, 68, 75, 77, 84
8	6	1	right	47	73	3	A	8, 34, 44, 47, 54, 66, 73, 80
8	8	1	their	44	75	1	B	19, 44, 47, 48, 52, 73, 75, 93
8	4	1	very	11	91	3	A	2, 4, 10, 11, 24, 34, 83, 92
7	5	1	as	13	76	2	A	2, 4, 13, 42, 66, 75, 77
7	2	1	be	7	89	1	A	0, 7, 24, 48, 54, 87, 88
7	4	1	can	57	84	3	A	10, 24, 48, 57, 64, 92, 93
7	3	1	have	13	77	1	A	4, 13, 24, 26, 33, 47, 80
7	7	1	just	47	89	2	A	8, 10, 47, 70, 86, 88, 96
7	4	1	me	48	53	2	B	37, 39, 48, 68, 71, 79, 89
7	7	1	one	13	85	1	A	10, 13, 25, 60, 70, 92, 94
7	7	1	there	13	79	1	A	2, 13, 15, 45, 60, 75, 80
7	7	1	would	51	47	4	A	38, 42, 44, 48, 51, 68, 84
6	1	1	But	44	66	2	B	15, 21, 44, 60, 70, 80
6	6	1	about	41	89	1	A	8, 41, 60, 64, 84, 96
6	1	1	gun	7	23	2	A	2, 4, 7, 8, 15, 24
6	6	1	here	7	68	1	A	4, 7, 10, 24, 57, 71
6	6	1	if	42	70	1	B	19, 42, 44, 48, 70, 88
6	6	1	like	15	87	1	A	2, 15, 24, 60, 66, 88
6	4	1	now	10	82	1	B	3, 10, 11, 13, 45, 84
6	5	1	then	48	56	2	B	37, 39, 48, 53, 90, 92
6	4	1	too	24	66	2	B	15, 17, 24, 29, 68, 80
6	2	1	well	24	87	1	A	4, 7, 10, 17, 24, 90
5	5	1	And	62	58	1	B	33, 62, 68, 79, 90
5	3	1	It's	47	83	2	A	10, 44, 47, 83, 92
5	4	1	different	3	11	2	A	0, 2, 3, 6, 10
5	5	1	or	48	88	2	B	3, 23, 48, 79, 90
5	5	1	so	75	89	3	A	4, 36, 66, 75, 92
5	2	1	speech	47	23	1	A	44, 47, 48, 57, 66
5	4	1	thing	64	56	1	B	33, 64, 84, 86, 88
5	5	1	was	77	76	4	A	2, 8, 10, 64, 77
5	5	1	when	89	90	4	A	0, 82, 84, 88, 89
5	3	1	yourself	84	82	4	B	3, 37, 41, 71, 84
4	4	1	I'm	38	28	3	B	11, 19, 31, 38
4	2	1	No	67	37	1	A	54, 67, 72, 90
4	4	1	are	3	37	2	A	0, 2, 3, 36
4	1	1	believe	19	53	1	A	10, 19, 44, 62
4	1	1	burn	73	32	3	A	42, 44, 50, 73
4	2	1	burning	62	22	3	B	41, 47, 51, 62
4	2	1	day	25	25	2	A	2, 8, 25, 26
4	4	1	down	60	54	3	B	7, 13, 15, 60
4	4	1	liberal	17	35	1	A	4, 17, 37, 38
4	2	1	much	42	64	1	B	29, 42, 68, 92
4	4	1	my	13	55	1	A	10, 13, 50, 64
4	4	1	talk	8	54	1	B	7, 8, 10, 60
4	2	1	we	33	77	1	A	4, 33, 71, 80
4	4	1	your	48	50	2	B	17, 41, 48, 66
3	3	1	did	21	81	1	A	10, 21, 90
3	1	1	disagree	57	11	1	A	54, 57, 64
3	3	1	even	71	37	1	A	48, 71, 84
3	3	1	ever	88	11	1	B	79, 88, 89
3	3	1	give	36	10	1	B	33, 36, 42
3	3	1	had	15	16	2	A	0, 8, 15
3	3	1	has	57	80	1	A	10, 57, 89
3	3	1	own	52	71	1	B	23, 52, 93
3	3	1	say	38	82	1	B	3, 38, 84
3	3	1	somebody's	50	54	1	B	33, 50, 86
3	1	1	still	48	27	1	B	23, 48, 49
3	3	1	symbol	68	21	1	B	53, 68, 73
3	3	1	tell	42	53	1	B	37, 42, 89
3	3	1	though	71	68	2	A	4, 48, 71
3	2	1	true	34	48	1	B	11, 34, 58
3	1	1	two	13	14	1	A	0, 3, 13
3	3	1	which	15	56	1	A	2, 15, 57
3	3	1	yeah	55	18	2	A	38, 40, 55
2	2	1	New	11	8	1	A	4, 11
2	2	1	You	57	32	1	A	26, 57
2	1	1	agree	80	10	1	B	71, 80
2	2	1	all	82	6	1	B	77, 82
2	2	1	also	92	80	1	B	13, 92
2	2	1	consider	48	12	1	B	37, 48
2	2	1	myself	48	18	1	B	31, 48
2	2	1	nothing	57	56	1	A	2, 57
2	2	1	on	93	46	1	A	48, 93
2	2	1	only	44	12	1	B	33, 44
2	2	1	possess	24	2	1	B	23, 24
2	1	1	public	53	2	1	A	52, 53
2	2	1	up	82	8	1	B	75, 82
2	2	1	within	93	2	1	A	92, 93
2	2	1	years	48	34	1	B	15, 48

