Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
13	4	1	know	13	102	1	B	8, 13, 22, 24, 30, 34, 43, 54, 71, 75, 87, 103, 109
13	13	1	uh	36	109	2	M	1, 17, 36, 41, 47, 49, 51, 61, 63, 87, 103, 105, 109
12	7	1	the	5	100	1	B	2, 5, 7, 18, 24, 51, 56, 88, 90, 99, 100, 101
11	9	1	but	49	88	3	B	22, 24, 30, 49, 53, 73, 75, 87, 95, 105, 109
11	5	1	in	59	83	4	B	18, 30, 34, 36, 59, 61, 73, 88, 90, 99, 100
11	10	1	it's	15	90	1	B	8, 15, 22, 29, 43, 49, 53, 67, 73, 95, 97
11	9	1	just	18	103	1	M	5, 18, 43, 67, 70, 82, 97, 99, 101, 103, 107
11	10	1	so	8	93	2	M	1, 7, 8, 15, 29, 30, 43, 81, 87, 88, 93
10	5	1	that's	11	105	3	B	0, 2, 8, 11, 18, 34, 76, 85, 92, 104
9	4	1	good	13	79	2	B	6, 8, 13, 30, 34, 49, 53, 75, 84
9	2	1	have	8	87	1	M	1, 8, 18, 24, 47, 59, 68, 71, 87
9	8	1	is	29	65	1	B	18, 29, 30, 38, 48, 54, 62, 80, 82
9	1	1	then	100	99	1	M	5, 18, 51, 61, 90, 95, 99, 100, 103
8	5	1	like	13	91	1	M	5, 8, 13, 43, 54, 62, 63, 95
8	2	1	put	61	97	1	M	5, 18, 61, 88, 90, 99, 100, 101
8	8	1	really	29	65	2	B	18, 24, 29, 30, 34, 62, 76, 82
7	5	1	they	25	29	3	B	8, 18, 24, 25, 30, 34, 36
7	5	1	well	85	94	5	B	8, 32, 34, 44, 78, 85, 101
5	5	1	okay	69	73	3	B	0, 46, 56, 69, 72
5	5	1	or	2	100	1	M	1, 2, 18, 24, 100
5	5	1	um	22	69	1	M	13, 22, 45, 62, 81
5	2	1	work	71	73	1	M	15, 22, 71, 84, 87
4	4	1	on	78	97	2	M	5, 43, 78, 101
4	1	1	what	45	53	1	B	2, 43, 45, 54
3	3	1	are	30	38	1	M	25, 30, 62
3	3	1	do	100	58	2	M	43, 87, 100
3	3	1	for	99	38	2	B	62, 78, 99
3	3	1	mix	59	36	1	B	32, 59, 67
3	3	1	out	18	84	1	M	1, 18, 84
3	3	1	over	51	92	1	B	8, 51, 99
3	1	1	seen	57	40	2	B	18, 30, 57
3	3	1	too	25	88	1	B	8, 25, 95
3	1	1	top	18	47	1	M	5, 18, 51
3	3	1	use	99	76	2	B	24, 62, 99
2	2	1	back	90	20	1	M	71, 90
2	2	1	cheese	5	4	1	B	2, 5
2	2	1	eating	8	8	1	M	1, 8
2	2	1	ever	75	58	1	B	18, 75
2	2	1	food	13	4	1	B	10, 13
2	2	1	go	71	64	1	B	8, 71
2	2	1	making	76	70	1	M	7, 76
2	2	1	more	84	36	1	M	49, 84
2	2	1	not	84	14	1	M	71, 84
2	2	1	probably	84	84	1	M	1, 84
2	2	1	they're	31	8	1	B	24, 31
2	1	1	tried	75	46	1	B	30, 75

