g:	okay you want to veer to your right curve round to your right and go in a south south direction and do you have buffalo
M:	well sort of yeah
g:	no you're not going into a saloon bar mark
M:	right okay
g:	right
M:	right well you want have you got a carved wooden pole
g:	right go south past buffalo
M:	right just south
g:	and then just in a sort of virtual straight line past the bar mark
M:	right
g:	okay
M:	right
g:	and and do you have a cattle ranch
M:	no
g:	okay erm
M:	right and you're going to come up and you'll have a fort to the left of the cattle ranch sorry to the right
g:	do you have a fort
M:	mmhmm
g:	right well go past the buffalo
M:	mmhmm
g:	above the right below the buffalo below the buffalo right
M:	right
g:	that's right turn to your left
M:	right
g:	below the buffalo
M:	right
g:	right at about at the level of the top of the fort right in line with the top of the fort
M:	right so i go underneath the buffalo and round underneath the fort then
g:	"no don't pass straight across right just curve downwards in a a ""u"" slight ""u"" a very very very slight curve and then pass upwards in a like an upside-down ""u"" because you want to avoid the cattle ranch which lies between the fort and the buffalo there's a cattle there's a cattle ranch"
M:	right so i'm going above the fort then
g:	that's right
M:	and then you want you want have you got the buffalo
g:	you've go up and over the cattle ranch
M:	uh-huh
g:	then down uh-huh that's right
M:	and along to your right
g:	right and then down underneath the fort sort of um to your left
M:	uh-hope so
g:	mmhmm over the cattle ranch right
M:	"!!!!.!!""!!'!! bolshevik!! bolshe!!'t!!lenin!!"
g:	and then travel south and then
M:	"!!!!.!!2018!!2019!!2020!!2017!! 2017!! 2018!!'!!""!!.!!2016!!4!!8!!96!!84!!86!!!!88!!76!!"
g:	before you reach the fort
M:	okay
g:	before you reach the fort
M:	"!!! rem!! siri!!bot!!r!!okay!!right!!'!!""!!"
g:	go down south and then do you have anything else between the fort and the cattle ranch
M:	a fort to the right of the fort draw a line between the two
g:	you don't okay then so just go south and then straight along underneath the fort
M:	right
g:	emerging at the left-hand side of the fort and you've to finish opposite the base more or less opposite the base of the carved wooden pole
M:	ok
g:	but still to the left of the fort
M:	right okay
g:	right straight up north yeah and finish erm beyond the fort
M:	okay
g:	and be at this at
M:	right you start off on the left and you move to the right
g:	to the left of the fort and level with the base of the wooden pole but not actually beside the wooden pole
M:	right okay
