g:	right what you're going to do is you're going to curve round the concealed hideout going round the right of it and then straight along until you get to the boat house the bottom left-hand corner of the boat house
M:	ok
g:	no bottom right-hand corner of the boat house
M:	oh right okay
g:	right okay right have you got the crane bay
M:	uh-huh
g:	right you're going to go straight down eh straight down to the crane bay
M:	right
g:	uh-huh
M:	"and stop at the ""b"""
g:	oh is it
M:	yeah
g:	oh you've got a different boat house i've got two boat houses
M:	oh right ehm
g:	uh-huh so we've made a mistake you
M:	right
g:	right okay you see my boat house is to the left of the concealed hideout
M:	uh well that's what i've told you to go through
g:	right okay sorry that's the wrong one you don't wanna go anywhere near that one right
M:	right i'll just go down there
g:	uh-huh just just scrub that bit out then and go back up to the concealed hideout
M:	okay
g:	right so so we'll say we're at the bottom right-hand corner of the concealed hideout
M:	mmhmm
g:	mmhmm
M:	and you're going to come up and you're just going to keep going up past the concealed out of the page
g:	right okay
M:	now if you move straight up the page until you're at just about level with the top of the white mountain that's your peak
g:	right you're going to go in a straight line along the left of the page okay
M:	uh mmhmm until you're about three centimetres from the left-hand side of the old temple
g:	to to the left of the page not not right along i mean it in a i mean in a left direction
M:	right okay right
g:	mmhmm under that uh-huh
M:	right okay
g:	right don't go right right you can go a bit further about another inch
M:	mm
g:	okay now right look down to the crane bay right
M:	mmh mmhmm
g:	ehm straight down from that have you got an actual wee bay there like curves
M:	"!!!2017!!2018!!2019!!2020!! 2020!! 2018!!'!!""!! 2016!!4!!8!!52!!96!!,!!2016!!2!!6!!84!!7!!86!!.!!76!!88!!92!!"
g:	from where you are at the moment
M:	mmhmm
g:	right so we'll go straight down then straight down and don't hit the bay but but follow that curve in the bay so you're going to go straight down south
M:	uh
g:	okay
M:	"!!!!,!!'!!!'!!2018!!2017!!2019!!2020!!""!! 2016!!8!!88!!4!!,!!488!!.!!89!!"
g:	have you done that then
M:	uh-huh
g:	right
M:	so if you draw a line from where you are just now a straight one up to the left-hand side of the collapsed shelter
g:	right have you got the coconut palm
M:	mmhmm
g:	hmm have you got the pebbled shore
M:	aye
g:	which is where is it on your map
M:	ehm it's just below pebbles and along to the left
g:	oh you've got another boat house
M:	"!!!!.!!'!!""!! rem!!i!!okay!!!'!!2017!!2018!!2019!!2020!!,!! vladimir!! putin!!8!!4!!"
g:	uh-huh but right have oh god right where are you now again
M:	i'm at the bottom of the farmed land
g:	mmhmm
M:	right okay
g:	mmhmm
M:	"!!!'!!""!!2018!!2017!!2019!!2020!! 2018!! 2017!!4!!8!!88!!1111!!2016!!7!!,!! 2016!!6!!84!!89!!96!!56!!226!!oh!!u!!i!!"
g:	right
M:	right and you're going to come up and you've got the old mill on your right-hand side
g:	right that's perfect right so you're going to come down and follow that wee curve
M:	uh-huh
g:	right
M:	down to the sort of bottom left-hand corner of the bay
g:	to the left
M:	to miss hot wells
g:	straight down and then left
M:	"!!!!,!!'!!""!!"
g:	"okay so you're you're sort of on on the corner on the bit that juts out now above the ""c"" of crane"
M:	mm
g:	is that right
M:	yeah
g:	right now right what you're going to do now is moving down all the time but you're you're not going to follow the coastline as much you're going to slightly move away from it
M:	mmhmm
g:	okay eh but going down at the same time so down about an inch and a half
M:	mm
g:	uh-huh
M:	right
g:	ehm uh-huh yes more or less but don't go as far as that
M:	right
g:	okay 'cause you're going to go you're about an a centimetre above the pebbled shore and you're going to go along the top of the pebbled shore
M:	right
g:	moving eh left
M:	ehm no
g:	okay then so you're about so once right where are you now
M:	i'm about a centre above it
g:	right okay move you're going to move to the left but moving down at the same time
M:	ok
g:	okay until you for about two or three inches until you're about a centimetre from the left-hand side of the page
M:	mm
g:	no
M:	well you're wanting to go up up there and then back down ehm just ehm underneath the pebbled shore
g:	where are your uh-huh you should be about a couple of inches below it but not directly under it
M:	oh right okay
g:	uh-huh
M:	right okay
g:	a good bit to the left of it
M:	yeah
g:	uh-huh
M:	right
g:	okay where's your stones
M:	"!!!'!!""!!!'!!4!!8!!7!!6!!2!!8000!!456!!48!!56!!u!!"
g:	right okay well you're going to curve round them right have you got the flagship
M:	uh-uh
g:	and the bit and the bit of land that juts out well and the bit that's
M:	"!!!!,!!!'!!'!!!.!!2017!!2018!!2019!!2020!! 2016!!2016!!,!! 2017!!""!!.!!!!!!8!!88!!4!!!?!!"
g:	uh-huh uh-huh
M:	right
g:	right so what you're going to is curve round your stones there and your the finish is just ehm about a centimetre from that black line that's marking the crane bay just directly across from the ship
M:	right okay
g:	right
M:	right ehm now curve round the left-hand side of the pirate ship and down between eh the words pirate ship
